RESPAGE,LIFESAT,INFOSOU1,TRUMTVINFO,FATEINLF,BUSINRUS,BUSINTUR,BUSINGA,NEIGHBOR,USSRDISS,EUSUPP,EEUSUPNA,EEUNSUW,EEUSUPW,MAINFRN,MAINENEM,MAINMOD,PARTYSUPP,PARTYSUPF,WORKTYP,PERSINC,EDUYRS,RFAEDUC,RMOEDUC,RELGNEW,RELIMP,ECONSTN,MONYTOT
32.0,6.0,8.0,302.0,5.0,1.0,0.0,0.0,6.0,1.0,4.0,2.0,3.0,-7.0,2.0,5.0,1.0,-5.0,-5.0,1.0,6.0,11.0,4.0,7.0,3.0,4.0,3.0,5.0
24.0,5.0,5.0,-4.0,5.0,1.0,1.0,1.0,8.0,1.0,5.0,4.0,-7.0,3.0,1.0,5.0,1.0,-5.0,-5.0,1.0,5.0,17.0,7.0,7.0,3.0,3.0,4.0,3.0
23.0,9.0,4.0,301.0,9.0,1.0,1.0,0.0,6.0,-1.0,4.0,2.0,2.0,-7.0,-1.0,5.0,6.0,-5.0,-5.0,-7.0,5.0,18.0,4.0,7.0,3.0,3.0,1.0,5.0
28.0,5.0,5.0,401.0,5.0,1.0,0.0,0.0,8.0,2.0,1.0,4.0,-7.0,3.0,5.0,4.0,11.0,999.0,-7.0,5.0,4.0,16.0,7.0,7.0,3.0,3.0,3.0,4.0
32.0,8.0,4.0,301.0,1.0,0.0,0.0,0.0,5.0,2.0,4.0,3.0,-7.0,-7.0,1.0,5.0,1.0,-2.0,-2.0,-7.0,9.0,11.0,4.0,4.0,3.0,3.0,1.0,6.0
25.0,6.0,5.0,-5.0,10.0,-3.0,1.0,1.0,8.0,1.0,5.0,1.0,7.0,-7.0,2.0,5.0,-1.0,-5.0,-3.0,4.0,4.0,16.0,7.0,7.0,-5.0,-7.0,3.0,-1.0
19.0,6.0,8.0,306.0,9.0,1.0,1.0,0.0,8.0,-1.0,5.0,3.0,-7.0,-7.0,2.0,5.0,11.0,-5.0,-5.0,-7.0,9.0,12.0,7.0,7.0,6.0,3.0,3.0,4.0
33.0,7.0,5.0,301.0,-1.0,1.0,1.0,1.0,5.0,-1.0,5.0,-1.0,-7.0,-7.0,1.0,5.0,-1.0,-5.0,-5.0,-7.0,6.0,11.0,4.0,4.0,3.0,3.0,2.0,6.0
23.0,5.0,8.0,307.0,5.0,0.0,1.0,0.0,-5.0,1.0,2.0,1.0,1.0,-7.0,1.0,5.0,1.0,-1.0,-2.0,-7.0,9.0,17.0,5.0,4.0,3.0,4.0,2.0,6.0
22.0,10.0,5.0,-5.0,10.0,1.0,1.0,0.0,6.0,1.0,4.0,1.0,1.0,-7.0,1.0,5.0,-1.0,302.0,-7.0,4.0,5.0,12.0,5.0,-1.0,3.0,4.0,3.0,5.0
31.0,8.0,8.0,302.0,-1.0,1.0,1.0,0.0,6.0,1.0,4.0,2.0,2.0,-7.0,-5.0,5.0,1.0,302.0,-7.0,-7.0,9.0,12.0,4.0,4.0,3.0,3.0,4.0,6.0
33.0,7.0,5.0,-5.0,8.0,0.0,0.0,0.0,5.0,1.0,5.0,1.0,2.0,-7.0,6.0,5.0,10.0,-5.0,-5.0,4.0,4.0,18.0,5.0,7.0,3.0,4.0,3.0,3.0
22.0,7.0,4.0,306.0,7.0,1.0,1.0,1.0,8.0,1.0,4.0,1.0,4.0,-7.0,1.0,5.0,6.0,-2.0,-2.0,5.0,-2.0,14.0,7.0,7.0,3.0,3.0,2.0,-1.0
25.0,9.0,5.0,301.0,10.0,1.0,0.0,0.0,5.0,2.0,-1.0,3.0,-7.0,-7.0,1.0,5.0,10.0,302.0,-7.0,-7.0,4.0,13.0,5.0,5.0,1.0,4.0,5.0,4.0
24.0,-2.0,4.0,302.0,10.0,1.0,1.0,0.0,8.0,-2.0,-2.0,-2.0,-7.0,-7.0,-2.0,5.0,-2.0,-2.0,-2.0,-7.0,9.0,-2.0,4.0,5.0,3.0,3.0,1.0,7.0
24.0,8.0,5.0,-5.0,8.0,0.0,0.0,0.0,5.0,1.0,3.0,1.0,2.0,-7.0,6.0,5.0,1.0,302.0,-7.0,-7.0,6.0,15.0,4.0,4.0,3.0,4.0,3.0,7.0
27.0,5.0,5.0,301.0,8.0,1.0,1.0,0.0,5.0,-1.0,-1.0,-1.0,-7.0,-7.0,3.0,5.0,1.0,-2.0,-2.0,-7.0,6.0,12.0,4.0,4.0,7.0,4.0,2.0,5.0
35.0,10.0,5.0,-4.0,5.0,1.0,1.0,0.0,5.0,1.0,5.0,1.0,-1.0,-7.0,-1.0,5.0,-1.0,-2.0,-2.0,-7.0,9.0,16.0,7.0,7.0,3.0,4.0,2.0,5.0
34.0,5.0,5.0,-4.0,5.0,1.0,1.0,0.0,8.0,-1.0,4.0,2.0,1.0,-7.0,1.0,11.0,1.0,-1.0,-1.0,-7.0,-2.0,15.0,7.0,7.0,3.0,3.0,-1.0,-2.0
33.0,10.0,8.0,301.0,10.0,1.0,0.0,0.0,8.0,-1.0,1.0,1.0,8.0,-7.0,-5.0,-5.0,1.0,-1.0,-1.0,6.0,-1.0,14.0,5.0,5.0,3.0,3.0,-2.0,-1.0
32.0,8.0,2.0,302.0,1.0,0.0,0.0,0.0,8.0,1.0,-1.0,1.0,8.0,-7.0,-1.0,5.0,6.0,301.0,-7.0,3.0,3.0,15.0,7.0,4.0,3.0,3.0,2.0,7.0
18.0,6.0,8.0,305.0,9.0,1.0,1.0,0.0,6.0,-1.0,5.0,2.0,1.0,-7.0,2.0,5.0,6.0,-5.0,-5.0,-7.0,9.0,12.0,4.0,4.0,6.0,3.0,3.0,6.0
27.0,6.0,8.0,401.0,1.0,1.0,1.0,0.0,6.0,2.0,4.0,1.0,1.0,-7.0,1.0,-1.0,1.0,301.0,-7.0,4.0,6.0,11.0,4.0,4.0,3.0,3.0,2.0,4.0
22.0,1.0,4.0,401.0,5.0,0.0,1.0,0.0,6.0,2.0,3.0,3.0,-7.0,-7.0,5.0,7.0,6.0,302.0,-7.0,-7.0,-1.0,12.0,4.0,5.0,3.0,3.0,5.0,-2.0
30.0,10.0,5.0,-5.0,7.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,-7.0,-7.0,9.0,5.0,-1.0,-5.0,-5.0,-7.0,9.0,14.0,5.0,5.0,3.0,3.0,4.0,5.0
22.0,10.0,5.0,-5.0,10.0,1.0,1.0,0.0,8.0,1.0,5.0,1.0,8.0,-7.0,4.0,5.0,3.0,-2.0,-2.0,-7.0,9.0,9.0,4.0,4.0,7.0,4.0,2.0,6.0
33.0,10.0,5.0,-5.0,5.0,1.0,1.0,0.0,8.0,-1.0,4.0,4.0,-7.0,7.0,-1.0,-1.0,10.0,-5.0,-5.0,5.0,7.0,13.0,7.0,7.0,3.0,3.0,1.0,7.0
33.0,6.0,8.0,305.0,7.0,1.0,1.0,0.0,6.0,1.0,4.0,3.0,-7.0,-7.0,2.0,5.0,6.0,-5.0,-5.0,5.0,6.0,11.0,7.0,4.0,6.0,3.0,2.0,5.0
29.0,8.0,8.0,-1.0,-1.0,1.0,1.0,-1.0,6.0,-1.0,4.0,3.0,-7.0,-7.0,3.0,5.0,11.0,301.0,-7.0,5.0,6.0,16.0,4.0,5.0,3.0,4.0,4.0,-2.0
32.0,10.0,4.0,-1.0,10.0,1.0,1.0,1.0,5.0,1.0,3.0,3.0,-7.0,-7.0,2.0,5.0,1.0,306.0,-7.0,2.0,4.0,15.0,7.0,4.0,3.0,4.0,3.0,4.0
22.0,8.0,4.0,-4.0,9.0,1.0,1.0,1.0,8.0,1.0,3.0,1.0,9.0,-7.0,-1.0,5.0,1.0,301.0,-7.0,-7.0,5.0,16.0,5.0,7.0,3.0,3.0,5.0,-1.0
20.0,8.0,8.0,301.0,9.0,1.0,1.0,-1.0,5.0,-2.0,-2.0,-2.0,-7.0,-7.0,1.0,5.0,-1.0,-2.0,-2.0,-7.0,9.0,12.0,4.0,4.0,3.0,3.0,3.0,6.0
18.0,8.0,4.0,-5.0,6.0,1.0,1.0,1.0,9.0,1.0,4.0,5.0,-7.0,2.0,4.0,5.0,11.0,-5.0,-5.0,-7.0,-2.0,12.0,5.0,-2.0,-2.0,-7.0,3.0,-2.0
23.0,8.0,5.0,301.0,8.0,1.0,1.0,1.0,5.0,2.0,4.0,4.0,-7.0,2.0,1.0,5.0,11.0,308.0,-7.0,4.0,6.0,18.0,7.0,4.0,3.0,3.0,4.0,4.0
19.0,5.0,8.0,304.0,5.0,1.0,1.0,0.0,5.0,2.0,3.0,3.0,-7.0,-7.0,3.0,-1.0,4.0,-2.0,-2.0,-7.0,7.0,11.0,7.0,4.0,7.0,3.0,3.0,7.0
28.0,10.0,3.0,-5.0,10.0,0.0,0.0,0.0,5.0,1.0,-1.0,-1.0,-7.0,-7.0,2.0,5.0,-2.0,-5.0,-5.0,-7.0,9.0,12.0,4.0,4.0,3.0,4.0,1.0,9.0
29.0,5.0,4.0,302.0,10.0,1.0,1.0,1.0,8.0,2.0,4.0,1.0,1.0,-7.0,2.0,5.0,2.0,-5.0,-5.0,6.0,5.0,12.0,4.0,5.0,3.0,4.0,3.0,5.0
20.0,8.0,5.0,-5.0,10.0,1.0,1.0,1.0,5.0,1.0,5.0,3.0,-7.0,-7.0,1.0,5.0,1.0,301.0,-7.0,3.0,6.0,12.0,7.0,7.0,8.0,3.0,3.0,5.0
28.0,5.0,2.0,302.0,7.0,1.0,1.0,0.0,8.0,-1.0,4.0,2.0,-1.0,-7.0,1.0,5.0,1.0,302.0,-7.0,1.0,6.0,12.0,4.0,7.0,-5.0,-7.0,3.0,5.0
29.0,1.0,4.0,301.0,1.0,0.0,0.0,0.0,5.0,-1.0,4.0,-1.0,-7.0,-7.0,2.0,-1.0,6.0,301.0,-7.0,-7.0,9.0,9.0,4.0,4.0,3.0,3.0,2.0,6.0
25.0,6.0,4.0,-5.0,4.0,1.0,1.0,0.0,-5.0,1.0,3.0,-1.0,-7.0,-7.0,1.0,4.0,9.0,-2.0,-2.0,4.0,-2.0,16.0,4.0,4.0,3.0,4.0,2.0,-2.0
26.0,1.0,-2.0,-5.0,5.0,0.0,0.0,0.0,8.0,1.0,4.0,2.0,1.0,-7.0,2.0,5.0,1.0,-2.0,-2.0,-7.0,7.0,12.0,4.0,4.0,3.0,4.0,1.0,7.0
31.0,7.0,8.0,307.0,8.0,1.0,1.0,1.0,5.0,2.0,5.0,1.0,5.0,-7.0,1.0,5.0,9.0,302.0,-7.0,-7.0,8.0,8.0,4.0,4.0,6.0,4.0,2.0,5.0
30.0,10.0,5.0,-4.0,5.0,1.0,1.0,1.0,8.0,1.0,3.0,4.0,-7.0,3.0,-1.0,-5.0,-1.0,-2.0,-2.0,2.0,-2.0,16.0,7.0,7.0,1.0,3.0,4.0,-2.0
28.0,7.0,8.0,302.0,10.0,1.0,1.0,1.0,8.0,2.0,5.0,1.0,2.0,-7.0,-5.0,-2.0,1.0,-5.0,-5.0,4.0,-2.0,20.0,7.0,7.0,3.0,4.0,2.0,-2.0
19.0,1.0,4.0,302.0,10.0,1.0,1.0,1.0,8.0,1.0,-1.0,-1.0,-7.0,-7.0,2.0,5.0,9.0,301.0,-7.0,-7.0,9.0,14.0,6.0,4.0,3.0,3.0,5.0,1.0
30.0,7.0,4.0,-5.0,1.0,0.0,1.0,0.0,6.0,-1.0,4.0,1.0,9.0,-7.0,2.0,5.0,11.0,-2.0,-2.0,1.0,-1.0,15.0,4.0,4.0,3.0,3.0,4.0,-1.0
29.0,1.0,4.0,-5.0,10.0,1.0,1.0,1.0,5.0,1.0,4.0,3.0,-7.0,-7.0,-5.0,-1.0,-1.0,-5.0,-5.0,-7.0,8.0,13.0,7.0,4.0,3.0,4.0,1.0,7.0
23.0,8.0,4.0,-5.0,-1.0,1.0,1.0,0.0,5.0,1.0,5.0,1.0,2.0,-7.0,10.0,4.0,11.0,308.0,-7.0,1.0,5.0,18.0,7.0,7.0,3.0,4.0,3.0,-2.0
28.0,6.0,5.0,302.0,10.0,1.0,1.0,1.0,8.0,1.0,5.0,1.0,4.0,-7.0,1.0,5.0,1.0,-2.0,-2.0,4.0,-2.0,14.0,5.0,5.0,3.0,2.0,3.0,-2.0
27.0,8.0,8.0,-4.0,10.0,1.0,1.0,0.0,5.0,1.0,4.0,-2.0,-7.0,-7.0,-2.0,5.0,11.0,-5.0,-5.0,-7.0,6.0,14.0,4.0,4.0,3.0,4.0,2.0,5.0
27.0,10.0,5.0,305.0,10.0,1.0,1.0,0.0,8.0,-1.0,4.0,3.0,-7.0,-7.0,4.0,5.0,5.0,302.0,-7.0,-7.0,8.0,11.0,4.0,4.0,8.0,4.0,2.0,6.0
22.0,8.0,5.0,-4.0,8.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,6.0,-7.0,9.0,5.0,11.0,-5.0,-5.0,4.0,8.0,16.0,7.0,7.0,3.0,4.0,3.0,5.0
28.0,8.0,4.0,-4.0,10.0,1.0,1.0,1.0,8.0,1.0,5.0,1.0,2.0,-7.0,-1.0,-1.0,11.0,-2.0,-2.0,-7.0,5.0,16.0,5.0,4.0,3.0,3.0,3.0,5.0
31.0,7.0,8.0,302.0,6.0,1.0,0.0,0.0,8.0,1.0,5.0,1.0,8.0,-7.0,1.0,5.0,1.0,302.0,-7.0,1.0,5.0,11.0,5.0,5.0,6.0,3.0,4.0,5.0
31.0,5.0,8.0,302.0,1.0,1.0,1.0,0.0,6.0,2.0,5.0,1.0,2.0,-7.0,1.0,5.0,1.0,302.0,-7.0,1.0,5.0,9.0,5.0,4.0,3.0,3.0,3.0,5.0
21.0,8.0,5.0,-5.0,10.0,1.0,1.0,1.0,8.0,1.0,5.0,1.0,2.0,-7.0,2.0,5.0,9.0,308.0,-7.0,1.0,7.0,15.0,7.0,7.0,3.0,4.0,3.0,-1.0
18.0,7.0,5.0,-4.0,8.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,2.0,-7.0,1.0,5.0,1.0,301.0,-7.0,-7.0,9.0,12.0,5.0,5.0,3.0,3.0,4.0,5.0
30.0,10.0,8.0,-4.0,8.0,1.0,1.0,0.0,8.0,-1.0,5.0,-1.0,-7.0,-7.0,1.0,5.0,1.0,301.0,-7.0,-7.0,9.0,15.0,5.0,4.0,8.0,3.0,3.0,4.0
25.0,6.0,5.0,307.0,10.0,1.0,1.0,0.0,8.0,-1.0,5.0,3.0,-7.0,-7.0,2.0,-5.0,1.0,307.0,-7.0,1.0,6.0,12.0,7.0,7.0,3.0,4.0,3.0,6.0
26.0,5.0,8.0,302.0,5.0,1.0,1.0,0.0,6.0,2.0,3.0,3.0,-7.0,-7.0,1.0,5.0,1.0,-5.0,-5.0,-7.0,-2.0,16.0,4.0,4.0,3.0,3.0,4.0,-2.0
27.0,10.0,5.0,301.0,10.0,-1.0,-1.0,0.0,6.0,-1.0,4.0,3.0,-7.0,-7.0,1.0,-5.0,5.0,301.0,-7.0,-7.0,5.0,16.0,5.0,5.0,3.0,3.0,3.0,5.0
21.0,10.0,5.0,305.0,10.0,1.0,1.0,1.0,8.0,1.0,4.0,1.0,2.0,-7.0,-1.0,5.0,10.0,-5.0,-5.0,-7.0,9.0,12.0,7.0,4.0,3.0,3.0,3.0,5.0
20.0,10.0,5.0,-1.0,10.0,0.0,1.0,0.0,8.0,1.0,5.0,1.0,9.0,-7.0,1.0,5.0,6.0,-1.0,-1.0,-7.0,9.0,13.0,5.0,5.0,3.0,3.0,3.0,4.0
18.0,8.0,8.0,301.0,1.0,1.0,1.0,-1.0,8.0,1.0,4.0,1.0,5.0,-7.0,1.0,5.0,1.0,-5.0,-5.0,-7.0,9.0,12.0,4.0,4.0,3.0,4.0,3.0,4.0
20.0,7.0,4.0,-4.0,5.0,1.0,1.0,-1.0,8.0,1.0,5.0,3.0,-7.0,-7.0,2.0,5.0,6.0,-2.0,-2.0,-7.0,9.0,14.0,7.0,7.0,3.0,3.0,2.0,5.0
31.0,8.0,8.0,-4.0,8.0,-3.0,1.0,1.0,8.0,1.0,4.0,3.0,-7.0,-7.0,1.0,5.0,11.0,310.0,-7.0,5.0,3.0,17.0,7.0,7.0,3.0,3.0,4.0,-1.0
22.0,7.0,5.0,-1.0,8.0,0.0,-1.0,-1.0,8.0,1.0,5.0,1.0,1.0,-7.0,1.0,5.0,1.0,302.0,-7.0,4.0,5.0,12.0,7.0,4.0,3.0,2.0,4.0,2.0
23.0,5.0,8.0,-4.0,4.0,1.0,1.0,0.0,5.0,-1.0,4.0,-1.0,-7.0,-7.0,-5.0,-1.0,6.0,-5.0,-5.0,-7.0,8.0,12.0,4.0,4.0,6.0,3.0,3.0,5.0
23.0,10.0,5.0,301.0,1.0,1.0,0.0,0.0,5.0,2.0,3.0,3.0,-7.0,-7.0,4.0,5.0,6.0,-5.0,-5.0,-7.0,7.0,12.0,4.0,4.0,3.0,4.0,3.0,6.0
23.0,5.0,4.0,301.0,5.0,1.0,1.0,0.0,5.0,1.0,3.0,3.0,-7.0,-7.0,-1.0,-1.0,-5.0,-5.0,-5.0,-7.0,-1.0,12.0,4.0,4.0,3.0,3.0,2.0,-2.0
19.0,8.0,8.0,-1.0,10.0,1.0,1.0,1.0,8.0,1.0,5.0,1.0,1.0,-7.0,-1.0,5.0,6.0,-2.0,-2.0,-7.0,9.0,13.0,5.0,4.0,3.0,4.0,4.0,-1.0
20.0,7.0,5.0,-5.0,10.0,1.0,1.0,-1.0,8.0,1.0,5.0,1.0,1.0,-7.0,-1.0,5.0,1.0,999.0,-7.0,-7.0,4.0,15.0,7.0,7.0,3.0,2.0,4.0,4.0
22.0,7.0,4.0,303.0,9.0,0.0,0.0,1.0,8.0,1.0,5.0,1.0,1.0,-7.0,2.0,5.0,6.0,308.0,-7.0,4.0,6.0,16.0,5.0,4.0,3.0,2.0,2.0,5.0
23.0,7.0,4.0,306.0,3.0,1.0,1.0,1.0,5.0,-1.0,5.0,2.0,2.0,-7.0,1.0,5.0,1.0,-2.0,-2.0,-7.0,9.0,17.0,5.0,7.0,3.0,3.0,2.0,5.0
26.0,10.0,8.0,301.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,-1.0,-7.0,1.0,5.0,-1.0,307.0,-7.0,4.0,6.0,11.0,-1.0,4.0,3.0,3.0,2.0,6.0
20.0,7.0,5.0,-5.0,9.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,2.0,-7.0,1.0,5.0,11.0,310.0,-7.0,-7.0,6.0,14.0,7.0,7.0,3.0,3.0,4.0,4.0
29.0,1.0,4.0,-5.0,1.0,0.0,0.0,0.0,1.0,-1.0,5.0,-1.0,-7.0,-7.0,1.0,5.0,1.0,307.0,-7.0,3.0,6.0,13.0,7.0,5.0,3.0,4.0,2.0,6.0
20.0,10.0,8.0,-4.0,3.0,1.0,1.0,1.0,8.0,-1.0,4.0,2.0,1.0,-7.0,1.0,5.0,1.0,-2.0,-2.0,-7.0,9.0,12.0,7.0,5.0,8.0,3.0,2.0,4.0
18.0,10.0,5.0,305.0,10.0,1.0,1.0,0.0,2.0,-1.0,3.0,5.0,-7.0,1.0,-1.0,-1.0,2.0,309.0,-7.0,-7.0,9.0,12.0,5.0,4.0,3.0,4.0,1.0,6.0
33.0,10.0,8.0,307.0,5.0,-3.0,0.0,0.0,-5.0,1.0,3.0,1.0,9.0,-7.0,2.0,5.0,-5.0,302.0,-7.0,-7.0,6.0,11.0,4.0,4.0,3.0,4.0,1.0,6.0
33.0,5.0,8.0,301.0,6.0,1.0,1.0,0.0,5.0,-1.0,5.0,1.0,5.0,-7.0,1.0,5.0,1.0,302.0,-7.0,-7.0,6.0,9.0,4.0,4.0,6.0,3.0,2.0,6.0
33.0,7.0,5.0,-4.0,10.0,1.0,1.0,0.0,8.0,1.0,4.0,2.0,1.0,-7.0,-5.0,-2.0,11.0,-5.0,-5.0,4.0,-2.0,14.0,5.0,7.0,3.0,4.0,3.0,-1.0
34.0,7.0,8.0,301.0,7.0,1.0,1.0,1.0,8.0,1.0,5.0,1.0,1.0,-7.0,1.0,5.0,5.0,301.0,-7.0,5.0,5.0,11.0,4.0,4.0,6.0,3.0,3.0,5.0
33.0,8.0,8.0,301.0,5.0,0.0,0.0,0.0,8.0,1.0,5.0,1.0,2.0,-7.0,2.0,5.0,6.0,301.0,-7.0,-7.0,9.0,11.0,5.0,4.0,3.0,3.0,1.0,6.0
33.0,7.0,8.0,-4.0,10.0,1.0,1.0,0.0,5.0,-1.0,5.0,1.0,2.0,-7.0,7.0,5.0,-1.0,-5.0,-3.0,-7.0,4.0,13.0,4.0,-1.0,3.0,4.0,3.0,4.0
25.0,10.0,5.0,-5.0,8.0,1.0,1.0,0.0,6.0,-1.0,5.0,3.0,-7.0,-7.0,1.0,5.0,1.0,301.0,-7.0,2.0,3.0,10.0,5.0,5.0,3.0,4.0,2.0,3.0
35.0,8.0,8.0,306.0,5.0,1.0,1.0,0.0,5.0,1.0,4.0,-1.0,-7.0,-7.0,2.0,5.0,11.0,-5.0,-5.0,5.0,6.0,16.0,4.0,4.0,6.0,4.0,3.0,4.0
35.0,5.0,2.0,-1.0,5.0,1.0,1.0,0.0,8.0,1.0,3.0,3.0,-7.0,-7.0,1.0,-1.0,1.0,-1.0,-1.0,-7.0,-1.0,15.0,5.0,4.0,3.0,4.0,5.0,9.0
19.0,5.0,8.0,302.0,5.0,-3.0,1.0,0.0,8.0,2.0,5.0,2.0,5.0,-7.0,2.0,5.0,1.0,303.0,-7.0,-7.0,9.0,12.0,4.0,4.0,3.0,2.0,2.0,7.0
21.0,10.0,4.0,302.0,10.0,1.0,0.0,0.0,8.0,-1.0,2.0,1.0,1.0,-7.0,2.0,5.0,1.0,306.0,-7.0,-7.0,9.0,12.0,5.0,7.0,3.0,3.0,3.0,5.0
18.0,7.0,5.0,301.0,5.0,1.0,-1.0,1.0,8.0,1.0,5.0,3.0,-7.0,-7.0,2.0,5.0,6.0,301.0,-7.0,-7.0,-1.0,12.0,7.0,7.0,3.0,4.0,3.0,-2.0
33.0,8.0,8.0,301.0,8.0,1.0,0.0,0.0,6.0,2.0,2.0,2.0,-1.0,-7.0,1.0,5.0,-1.0,-5.0,-5.0,3.0,8.0,13.0,4.0,4.0,3.0,3.0,2.0,6.0
31.0,10.0,4.0,-1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,2.0,-7.0,-5.0,5.0,6.0,-5.0,-5.0,-7.0,5.0,12.0,7.0,7.0,3.0,4.0,3.0,5.0
18.0,10.0,4.0,-4.0,10.0,1.0,1.0,1.0,8.0,1.0,4.0,2.0,1.0,-7.0,1.0,5.0,6.0,-2.0,-2.0,-7.0,9.0,12.0,7.0,7.0,3.0,3.0,3.0,9.0
20.0,8.0,5.0,-5.0,10.0,-1.0,-1.0,0.0,5.0,1.0,4.0,1.0,1.0,-7.0,1.0,5.0,11.0,301.0,-7.0,-7.0,9.0,12.0,4.0,4.0,3.0,3.0,3.0,5.0
33.0,10.0,5.0,-4.0,10.0,-1.0,-1.0,0.0,-5.0,-1.0,5.0,1.0,-1.0,-7.0,-1.0,5.0,-5.0,-2.0,-2.0,-7.0,4.0,11.0,4.0,5.0,3.0,4.0,3.0,4.0
26.0,10.0,8.0,305.0,10.0,1.0,0.0,0.0,5.0,2.0,3.0,3.0,-7.0,-7.0,-1.0,5.0,1.0,-2.0,-2.0,-7.0,8.0,13.0,5.0,4.0,3.0,3.0,1.0,8.0
26.0,10.0,8.0,301.0,5.0,1.0,1.0,0.0,6.0,1.0,5.0,5.0,-7.0,3.0,2.0,5.0,6.0,-5.0,-5.0,4.0,6.0,15.0,5.0,5.0,3.0,3.0,3.0,4.0
27.0,7.0,5.0,-4.0,8.0,1.0,1.0,0.0,6.0,1.0,5.0,1.0,2.0,-7.0,2.0,5.0,1.0,-5.0,-5.0,-7.0,9.0,12.0,7.0,4.0,3.0,4.0,2.0,6.0
22.0,-1.0,4.0,-5.0,8.0,1.0,1.0,0.0,-1.0,1.0,3.0,3.0,-7.0,-7.0,4.0,5.0,3.0,303.0,-7.0,5.0,5.0,12.0,4.0,4.0,3.0,4.0,3.0,-2.0
19.0,8.0,5.0,-5.0,5.0,1.0,1.0,0.0,5.0,2.0,5.0,5.0,-7.0,1.0,3.0,-1.0,-1.0,-2.0,-2.0,-7.0,6.0,12.0,4.0,4.0,6.0,3.0,2.0,6.0
33.0,5.0,4.0,-5.0,7.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,2.0,-7.0,-5.0,5.0,11.0,308.0,-7.0,-7.0,5.0,15.0,7.0,7.0,3.0,3.0,3.0,5.0
22.0,2.0,4.0,-4.0,10.0,1.0,1.0,1.0,8.0,2.0,5.0,2.0,-1.0,-7.0,-1.0,5.0,1.0,-5.0,-5.0,-7.0,-1.0,16.0,5.0,5.0,3.0,4.0,5.0,3.0
29.0,10.0,5.0,301.0,10.0,0.0,1.0,1.0,8.0,1.0,4.0,1.0,7.0,-7.0,1.0,5.0,1.0,-2.0,-2.0,-7.0,-2.0,16.0,4.0,5.0,3.0,3.0,3.0,-2.0
27.0,8.0,4.0,301.0,5.0,0.0,1.0,0.0,8.0,2.0,3.0,1.0,1.0,-7.0,-5.0,5.0,11.0,-5.0,-5.0,4.0,7.0,17.0,5.0,5.0,3.0,4.0,3.0,4.0
23.0,6.0,4.0,-5.0,9.0,1.0,1.0,1.0,8.0,1.0,5.0,1.0,-1.0,-7.0,2.0,5.0,-1.0,-2.0,-2.0,4.0,5.0,17.0,7.0,7.0,3.0,3.0,3.0,-1.0
28.0,1.0,4.0,302.0,5.0,1.0,1.0,0.0,8.0,1.0,5.0,1.0,4.0,-7.0,2.0,5.0,11.0,302.0,-7.0,4.0,5.0,13.0,5.0,7.0,3.0,3.0,2.0,4.0
35.0,1.0,3.0,302.0,-1.0,1.0,1.0,1.0,8.0,2.0,-1.0,-1.0,-7.0,-7.0,-1.0,-1.0,-2.0,-1.0,-1.0,-7.0,7.0,11.0,4.0,5.0,-5.0,-7.0,1.0,7.0
35.0,7.0,2.0,-5.0,1.0,0.0,1.0,0.0,8.0,-1.0,-1.0,-1.0,-7.0,-7.0,3.0,5.0,4.0,-2.0,-5.0,4.0,-2.0,11.0,4.0,3.0,6.0,3.0,4.0,-2.0
23.0,8.0,4.0,-5.0,8.0,1.0,1.0,1.0,8.0,1.0,4.0,1.0,2.0,-7.0,2.0,5.0,2.0,305.0,-7.0,5.0,5.0,16.0,7.0,7.0,3.0,3.0,3.0,4.0
34.0,5.0,5.0,-4.0,5.0,0.0,1.0,0.0,8.0,1.0,4.0,2.0,-1.0,-7.0,5.0,-1.0,6.0,-2.0,-2.0,-7.0,-1.0,12.0,4.0,4.0,3.0,4.0,2.0,5.0
32.0,5.0,2.0,-4.0,-2.0,1.0,1.0,0.0,5.0,-1.0,4.0,3.0,-7.0,-7.0,-1.0,-1.0,-1.0,-2.0,-2.0,-7.0,-2.0,11.0,3.0,2.0,6.0,4.0,2.0,-2.0
20.0,7.0,5.0,305.0,8.0,1.0,1.0,1.0,5.0,1.0,3.0,2.0,5.0,-7.0,11.0,5.0,11.0,308.0,-7.0,-7.0,-1.0,14.0,7.0,7.0,3.0,1.0,-1.0,-1.0
24.0,7.0,5.0,-4.0,5.0,1.0,1.0,0.0,8.0,-1.0,5.0,2.0,-1.0,-7.0,-1.0,5.0,1.0,301.0,-7.0,5.0,5.0,12.0,4.0,4.0,8.0,3.0,2.0,6.0
18.0,10.0,2.0,-5.0,5.0,1.0,1.0,1.0,-2.0,1.0,3.0,-1.0,-7.0,-7.0,-1.0,5.0,-1.0,-2.0,-2.0,-7.0,-1.0,13.0,7.0,7.0,3.0,4.0,3.0,-1.0
